Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-28,171.0,171.85,170.48,171.08,16480187.0,0.0,1.0,41.07540081142184,41.2795767803675,40.950493159831545,41.09461737320496,65920748.0
2017-12-27,170.1,170.78,169.71,170.6,21498213.0,0.0,1.0,40.85921449136172,41.02255526651825,40.76553375266901,40.979318002506226,85992852.0
2017-12-26,170.8,171.47,169.679,170.57,33185536.0,0.0,1.0,41.02735940696404,41.18829811189767,40.75808733497804,40.972111791837555,132742144.0
2017-12-22,174.68,175.424,174.5,175.01,16349444.0,0.0,1.0,41.95936265344542,42.13807667802845,41.9161253894334,42.03863097080079,65397776.0
2017-12-21,174.17,176.02,174.1,175.01,20949896.0,0.0,1.0,41.83685707207802,42.2812400633127,41.820042580517786,42.03863097080079,83799584.0
2017-12-20,174.87,175.42,173.25,174.35,23475649.0,0.0,1.0,42.00500198768033,42.137115849939285,41.61586661157212,41.88009433609004,93902596.0
2017-12-19,175.03,175.39,174.09,174.54,27436447.0,0.0,1.0,42.04343511124657,42.129909639270615,41.8176405102949,41.92573367032495,109745788.0
2017-12-18,174.88,177.2,174.86,176.42,29421114.0,0.0,1.0,42.007404057903216,42.564684349613735,42.002599917457445,42.377322872228305,117684456.0
2017-12-15,173.63,174.17,172.46,173.97,40169307.0,0.0,1.0,41.70714528004195,41.83685707207802,41.4261030639638,41.78881566762021,160677228.0
2017-12-14,172.4,173.13,171.65,172.22,20476541.0,0.0,1.0,41.41169064262646,41.58704176889744,41.2315353759097,41.36845337861443,81906164.0
2017-12-13,172.5,173.54,172.0,172.27,23818447.0,0.0,1.0,41.43571134485536,41.68552664803594,41.31560783371085,41.38046372972889,95273788.0
2017-12-12,172.15,172.39,171.461,171.7,19409230.0,0.0,1.0,41.35163888705421,41.40928857240357,41.186136248697075,41.24354572702414,77636920.0
2017-12-11,169.2,172.89,168.79,172.67,35273759.0,0.0,1.0,40.6430281713016,41.529392083548075,40.544543292163105,41.47654653864449,141095036.0
2017-12-08,170.49,171.0,168.82,169.37,23355231.0,0.0,1.0,40.95289523005444,41.07540081142184,40.551749502831775,40.68386336509074,93420924.0
2017-12-07,169.03,170.44,168.91,169.32,25673308.0,0.0,1.0,40.60219297751247,40.94088487893998,40.57336813483779,40.67185301397629,102693232.0
2017-12-06,167.5,170.2047,166.46,169.01,28560000.0,0.0,1.0,40.234676233410276,40.88436416659538,39.9848609302297,40.59738883706669,114240000.0
2017-12-05,169.06,171.52,168.4,169.64,27350154.0,0.0,1.0,40.60939918818114,41.20030846301213,40.450862553470394,40.74871926110877,109400616.0
2017-12-04,172.48,172.62,169.63,169.8,32542385.0,0.0,1.0,41.43090720440958,41.464536187530044,40.74631719088588,40.78715238467502,130169540.0
2017-12-01,169.95,171.67,168.5,171.05,39759288.0,0.0,1.0,40.82318343801837,41.23633951635547,40.4748832556993,41.08741116253629,159037152.0
2017-11-30,170.43,172.14,168.44,171.85,41527218.0,0.0,1.0,40.9384828087171,41.34923681683131,40.46047083436195,41.2795767803675,166108872.0
2017-11-29,172.63,172.92,167.16,169.48,41666364.0,0.0,1.0,41.46693825775293,41.536598294216745,40.15300584583201,40.710286137542525,166665456.0
2017-11-28,174.3,174.87,171.86,173.07,26428802.0,0.0,1.0,41.86808398497559,42.00500198768033,41.28197885059039,41.572629347560095,105715208.0
2017-11-27,175.05,175.08,173.34,174.09,20716802.0,0.0,1.0,42.04823925169236,42.05544546236103,41.63748524357813,41.8176405102949,82867208.0
2017-11-24,175.1,175.5,174.6459,174.97,14026673.0,0.0,1.0,42.0602496028068,42.15633241172241,41.951171593985364,42.02902268990923,56106692.0
2017-11-22,173.36,175.0,173.05,174.96,25588925.0,0.0,1.0,41.64228938402392,42.0362289005779,41.567825207114325,42.02662061968634,102355700.0
2017-11-21,170.78,173.7,170.78,173.14,25131295.0,0.0,1.0,41.02255526651825,41.723959771602175,41.02255526651825,41.58944383912033,100525180.0
2017-11-20,170.29,170.56,169.56,169.98,16262447.0,0.0,1.0,40.90485382559663,40.96970972161467,40.72950269932565,40.83038964868704,65049788.0
2017-11-17,171.04,171.39,169.64,170.15,21899544.0,0.0,1.0,41.08500909231339,41.16908155011455,40.74871926110877,40.871224842476174,87598176.0
2017-11-16,171.18,171.87,170.3,171.1,23637484.0,0.0,1.0,41.11863807543386,41.284380920813284,40.907255895819524,41.09942151365073,94549936.0
2017-11-15,169.97,170.3197,168.38,169.08,29158070.0,0.0,1.0,40.827987578464146,40.91198797415862,40.44605841302461,40.61420332862693,116632280.0
2017-11-14,173.04,173.48,171.18,171.34,24782487.0,0.0,1.0,41.565423136891425,41.67111422669859,41.11863807543386,41.1570711990001,99129948.0
2017-11-13,173.5,174.5,173.4,173.97,16982080.0,0.0,1.0,41.67591836714438,41.9161253894334,41.651897664915474,41.78881566762021,67928320.0
2017-11-10,175.11,175.38,174.27,174.67,25145500.0,0.63,1.0,42.0626516730297,42.12750756904773,41.86087777430692,41.956960583222525,100582000.0
2017-11-09,175.11,176.095,173.14,175.88,29185668.0,0.0,1.0,41.91148526941299,42.14723886995191,41.43997806833512,42.095779962220064,116742672.0
2017-11-08,174.66,176.24,174.33,176.24,23907639.0,0.0,1.0,41.80378057881144,42.181943714701305,41.72479713903699,42.181943714701305,95630556.0
2017-11-07,173.91,175.25,173.6,174.81,24361485.0,0.0,1.0,41.62427276114221,41.944993395377914,41.55007619650559,41.839682142345296,97445940.0
2017-11-06,172.365,174.99,171.72,174.25,35026306.0,0.0,1.0,41.25448665674359,41.88276401858591,41.10010993354804,41.705649638485596,140105224.0
2017-11-03,174.0,174.26,171.12,172.5,59398631.0,0.0,1.0,41.64581369926252,41.708043076054516,40.956503679412656,41.286798063924046,237594524.0
2017-11-02,167.64,168.5,165.28,168.11,41393373.0,0.0,1.0,40.1235874054274,40.3294230363548,39.558736139161546,40.2360789711668,165573492.0
2017-11-01,169.87,169.94,165.61,166.89,33637762.0,0.0,1.0,40.65732398329727,40.674078046279725,39.637719578936014,39.94407958775817,134551048.0
2017-10-31,167.9,169.6499,166.94,169.04,36046828.0,0.0,1.0,40.18581678221941,40.604644422405265,39.956046775602786,40.458668665076644,144187312.0
2017-10-30,163.89,168.07,163.72,166.72,44700772.0,0.0,1.0,39.22604831708123,40.2265052208911,39.185359878409535,39.903391149086474,178803088.0
2017-10-27,159.29,163.6,158.7,163.05,44454160.0,0.0,1.0,38.12506703537659,39.15663862758246,37.98385421881012,39.02499956129169,177816640.0
2017-10-26,157.23,157.8295,156.78,157.41,17000469.0,0.0,1.0,37.63201889617842,37.77550547843536,37.524314205576886,37.67510077241904,68001876.0
2017-10-25,156.91,157.55,155.27,156.41,21207098.0,0.0,1.0,37.55542889397288,37.708608898383964,37.16290513266949,37.435757015526725,84828392.0
2017-10-24,156.29,157.42,156.2,157.1,17757230.0,0.0,1.0,37.40703576469965,37.67749420998796,37.38549482657934,37.60090420778242,71028920.0
2017-10-23,156.89,157.69,155.5,156.17,21984327.0,0.0,1.0,37.550642018835035,37.742117024348886,37.217954196754725,37.37831451387257,87937308.0
2017-10-20,156.61,157.75,155.96,156.25,23974146.0,0.0,1.0,37.48362576690519,37.756477649762424,37.32805232492519,37.39746201442396,95896584.0
2017-10-19,156.75,157.08,155.02,155.98,42584166.0,0.0,1.0,37.51713389287011,37.59611733264458,37.103069193446416,37.33283920006303,170336664.0
2017-10-18,160.42,160.71,159.6,159.76,16374164.0,0.0,1.0,38.3955254806649,38.46493517016368,38.199263600013204,38.23755860111597,65496656.0
2017-10-17,159.78,160.87,159.23,160.47,18997275.0,0.0,1.0,38.242345476253824,38.503230171266445,38.11070640996305,38.40749266850952,75989100.0
2017-10-16,157.9,160.0,157.65,159.88,24121452.0,0.0,1.0,37.79237921329628,38.29500110277013,37.732543274073194,38.266279851943054,96485808.0
2017-10-13,156.73,157.28,156.41,156.99,16394188.0,0.0,1.0,37.51234701773227,37.64398608402304,37.435757015526725,37.57457639452427,65576752.0
2017-10-12,156.35,157.37,155.7299,156.0,16125054.0,0.0,1.0,37.42139639011319,37.66552702214335,37.27297932646426,37.33762607520088,64500216.0
2017-10-11,155.97,156.98,155.75,156.55,16905640.0,0.0,1.0,37.33044576249411,37.572182956955345,37.2777901359778,37.469265141491654,67622560.0
2017-10-10,156.055,158.0,155.1,155.9,15617014.0,0.0,1.0,37.350789981829955,37.81631358898551,37.12221669399779,37.31369169951165,62468056.0
2017-10-09,155.81,156.73,155.485,155.84,16262923.0,0.0,1.0,37.29215076139134,37.51234701773227,37.21436404040134,37.299331074098106,65051692.0
2017-10-06,154.97,155.49,154.56,155.3,17407558.0,0.0,1.0,37.0911020056018,37.2155607591858,36.992971065275945,37.17008544537626,69630232.0
2017-10-05,154.18,155.44,154.05,155.39,21283769.0,0.0,1.0,36.90202043765687,37.20359357134118,36.87090574926087,37.19162638349656,85135076.0
2017-10-04,153.63,153.86,152.46,153.48,20163750.0,0.0,1.0,36.77038137136609,36.82543043545133,36.490349175802095,36.734479807832244,80655000.0
2017-10-03,154.01,155.09,153.91,154.48,16230293.0,0.0,1.0,36.86133199898517,37.11982325642887,36.83739762329594,36.97382356472456,64921172.0
2017-10-02,154.26,154.45,152.72,153.81,18698842.0,0.0,1.0,36.92116793820825,36.96664325201779,36.55257855259409,36.81346324760671,74795368.0
2017-09-29,153.21,154.13,152.0,154.12,26299810.0,0.0,1.0,36.66985699347133,36.890053249812254,36.380251047631624,36.88765981224333,105199240.0
2017-09-28,153.89,154.28,152.7,153.28,22005455.0,0.0,1.0,36.832610748158096,36.9259548133461,36.54779167745624,36.686611056453785,88021820.0
2017-09-27,153.8,154.7189,153.54,154.23,25504227.0,0.0,1.0,36.81106981003779,37.031002788246134,36.74884043324579,36.913987625501484,102016908.0
